search_id,user_id,search_query,search_time
1731,3754,news today,2023-10-08
1732,3619,buy phone,2023-01-19
1733,894,how to code,2023-06-15
1734,2379,how to code,2023-01-25
1735,3830,news today,2023-01-04
1736,1876,how to code,2023-01-03
1737,1950,weather,2023-12-28
1738,3381,how to code,2023-01-27
1739,1594,how to code,2023-12-12
1740,412,how to code,2023-08-07
1741,1423,weather,2023-02-13
1742,2982,buy phone,2023-07-31
1743,3378,best laptop,2023-02-21
1744,1677,how to code,2023-06-02
1745,3695,news today,2023-07-21
1746,1187,news today,2023-11-17
1747,1647,weather,2023-01-11
1748,2712,buy phone,2023-03-09
1749,3960,how to code,2023-08-15
1750,1089,weather,2023-05-01
1751,3690,best laptop,2023-11-29
1752,1240,buy phone,2023-01-15
1753,603,buy phone,2023-02-26
1754,1938,weather,2023-11-26
1755,26,news today,2023-03-05
1756,2717,buy phone,2023-08-18
1757,584,news today,2023-01-11
1758,1068,buy phone,2023-05-01
1759,1114,buy phone,2023-08-12
1760,1157,buy phone,2023-08-13
1761,1185,best laptop,2023-05-05
1762,1768,news today,2023-05-28
1763,380,best laptop,2023-08-16
1764,1285,news today,2023-01-30
1765,1407,best laptop,2023-01-10
1766,369,best laptop,2023-02-23
1767,3183,best laptop,2023-07-05
1768,3748,weather,2023-07-26
1769,1101,best laptop,2023-09-12
1770,2257,buy phone,2023-06-06
1771,1037,how to code,2023-05-09
1772,1945,best laptop,2023-02-27
1773,1594,how to code,2023-07-14
1774,1922,how to code,2023-03-17
1775,3928,buy phone,2023-03-30
1776,3620,how to code,2023-12-20
1777,25,how to code,2023-03-22
1778,546,how to code,2023-07-05
1779,1164,news today,2023-11-22
1780,275,best laptop,2023-09-25
1781,3442,best laptop,2023-03-20
1782,2922,how to code,2023-05-25
1783,2270,buy phone,2023-05-09
1784,3109,news today,2023-01-14
1785,2923,buy phone,2023-04-29
1786,1153,buy phone,2023-01-02
1787,3388,how to code,2023-01-04
1788,1347,weather,2023-09-01
1789,1457,how to code,2023-03-07
1790,2266,weather,2023-09-03
1791,1871,news today,2023-03-31
1792,1272,weather,2023-06-27
1793,111,how to code,2023-03-01
1794,2864,how to code,2023-08-20
1795,1756,buy phone,2023-12-19
1796,708,how to code,2023-06-25
1797,2195,how to code,2023-06-16
1798,1368,best laptop,2023-07-17
1799,3581,best laptop,2023-03-01
1800,1529,buy phone,2023-03-24
1801,552,weather,2023-03-15
1802,134,weather,2023-11-07
1803,2512,best laptop,2023-01-26
1804,2912,news today,2023-08-31
1805,2014,best laptop,2023-11-19
1806,3263,news today,2023-04-26
1807,1187,weather,2023-11-19
1808,2504,best laptop,2023-06-29
1809,1085,how to code,2023-09-19
1810,1029,news today,2023-04-24
1811,1061,news today,2023-09-23
1812,2508,news today,2023-02-07
1813,3289,weather,2023-03-18
1814,1761,buy phone,2023-04-12
1815,2023,how to code,2023-01-12
1816,1752,best laptop,2023-10-29
1817,2187,news today,2023-02-18
1818,2666,weather,2023-09-11
1819,3171,news today,2023-12-13
1820,2728,best laptop,2023-09-06
1821,3009,how to code,2023-03-13
1822,3336,news today,2023-07-16
1823,2647,weather,2023-09-10
1824,596,weather,2023-12-24
1825,3296,buy phone,2023-10-26
1826,11,weather,2023-08-10
1827,2375,buy phone,2023-03-01
1828,1722,how to code,2023-12-23
1829,3422,best laptop,2023-06-06
1830,2427,buy phone,2023-12-08
1831,2279,news today,2023-07-21
1832,1165,news today,2023-09-24
1833,618,best laptop,2023-02-04
1834,765,weather,2023-09-12
1835,49,news today,2023-01-23
1836,451,buy phone,2023-06-14
1837,1799,best laptop,2023-01-28
1838,491,news today,2023-12-17
1839,3277,weather,2023-11-10
1840,1893,weather,2023-02-22
1841,1433,news today,2023-10-11
1842,2455,best laptop,2023-10-25
1843,1075,how to code,2023-03-26
1844,2223,news today,2023-12-15
1845,3809,weather,2023-05-04
1846,1285,how to code,2023-07-26
1847,2528,best laptop,2023-06-14
1848,1758,weather,2023-02-16
1849,223,best laptop,2023-06-05
1850,269,news today,2023-09-23
1851,2858,best laptop,2023-10-06
1852,2941,weather,2023-01-05
1853,901,news today,2023-03-23
1854,919,weather,2023-04-29
1855,2366,weather,2023-09-19
1856,385,how to code,2023-05-05
1857,1610,buy phone,2023-10-30
1858,626,best laptop,2023-08-03
1859,3291,best laptop,2023-01-28
1860,3126,how to code,2023-09-26
1861,1224,best laptop,2023-01-25
1862,1908,how to code,2023-01-07
1863,2691,best laptop,2023-07-13
1864,1363,best laptop,2023-03-21
1865,2752,weather,2023-11-18
1866,1715,how to code,2023-02-05
1867,3970,best laptop,2023-09-15
1868,2353,buy phone,2023-04-23
1869,3871,how to code,2023-10-21
1870,1776,how to code,2023-07-21
1871,1269,how to code,2023-01-14
1872,842,weather,2023-06-04
1873,1653,how to code,2023-03-26
1874,1232,weather,2023-05-20
1875,1748,buy phone,2023-04-07
1876,2559,news today,2023-07-04
1877,1283,weather,2023-12-08
1878,3452,best laptop,2023-12-24
1879,2211,how to code,2023-07-08
1880,738,news today,2023-03-23
1881,341,weather,2023-10-27
1882,2980,best laptop,2023-06-29
1883,3648,news today,2023-12-15
1884,1952,buy phone,2023-04-15
1885,1782,weather,2023-07-29
1886,530,weather,2023-11-25
1887,34,buy phone,2023-09-06
1888,3896,weather,2023-03-13
1889,3046,how to code,2023-06-10
1890,323,weather,2023-05-13
1891,1205,how to code,2023-08-28
1892,1987,weather,2023-03-19
1893,347,best laptop,2023-02-27
1894,1730,best laptop,2023-05-05
1895,1216,news today,2023-01-11
1896,1603,best laptop,2023-01-27
1897,2769,buy phone,2023-07-26
1898,3950,news today,2023-08-10
1899,1703,best laptop,2023-11-08
1900,3318,how to code,2023-09-07
1901,245,weather,2023-11-11
1902,2726,best laptop,2023-07-27
1903,1832,how to code,2023-04-19
1904,2963,news today,2023-10-23
1905,2771,weather,2023-03-02
1906,3052,best laptop,2023-05-02
1907,133,news today,2023-08-27
1908,3269,best laptop,2023-04-16
1909,2958,news today,2023-10-06
1910,1371,best laptop,2023-02-05
1911,2097,how to code,2023-02-07
1912,1088,buy phone,2023-03-13
1913,1648,how to code,2023-02-25
1914,1892,weather,2023-06-16
1915,1721,best laptop,2023-08-09
1916,1128,buy phone,2023-03-17
1917,2261,buy phone,2023-07-29
1918,1541,weather,2023-07-30
1919,119,weather,2023-08-16
1920,2904,buy phone,2023-08-13
1921,2809,weather,2023-09-11
1922,2727,weather,2023-06-05
1923,895,best laptop,2023-12-29
1924,1266,how to code,2023-05-29
1925,2328,news today,2023-11-14
1926,2472,buy phone,2023-10-06
1927,363,news today,2023-08-19
1928,3069,buy phone,2023-07-09
1929,1774,buy phone,2023-08-13
1930,3378,how to code,2023-03-06
1931,1741,buy phone,2023-04-18
1932,3558,buy phone,2023-03-21
1933,314,how to code,2023-05-13
1934,1537,weather,2023-06-23
1935,1707,news today,2023-03-05
1936,3239,buy phone,2023-07-29
1937,3466,how to code,2023-10-24
1938,2818,buy phone,2023-04-08
1939,1087,how to code,2023-06-21
1940,272,news today,2023-03-30
1941,1061,best laptop,2023-12-28
1942,3088,weather,2023-08-14
1943,1790,best laptop,2023-05-23
1944,2391,how to code,2023-07-15
1945,2394,buy phone,2023-06-28
1946,3920,weather,2023-02-23
1947,3611,news today,2023-07-15
1948,3695,weather,2023-08-05
1949,2281,buy phone,2023-11-29
1950,990,best laptop,2023-10-25
1951,2624,how to code,2023-01-25
1952,3681,best laptop,2023-03-08
1953,2464,weather,2023-06-12
1954,905,buy phone,2023-04-22
1955,2315,how to code,2023-11-25
1956,3045,buy phone,2023-07-25
1957,3398,buy phone,2023-05-17
1958,3998,weather,2023-10-06
1959,744,best laptop,2023-06-14
1960,911,buy phone,2023-09-28
1961,2491,buy phone,2023-08-16
1962,2608,buy phone,2023-05-07
1963,1886,how to code,2023-09-27
1964,1746,buy phone,2023-11-04
1965,2124,buy phone,2023-09-05
1966,247,weather,2023-12-06
1967,1852,buy phone,2023-02-05
1968,2628,buy phone,2023-06-04
1969,2361,weather,2023-05-25
1970,576,how to code,2023-09-17
1971,3766,best laptop,2023-01-19
1972,1616,weather,2023-02-27
1973,2391,how to code,2023-09-20
1974,2763,best laptop,2023-02-05
1975,1206,buy phone,2023-07-30
1976,984,weather,2023-11-28
1977,2774,buy phone,2023-05-28
1978,2680,weather,2023-04-12
1979,2447,best laptop,2023-03-17
1980,3313,how to code,2023-03-09
1981,3919,weather,2023-03-07
1982,2762,how to code,2023-10-30
1983,924,buy phone,2023-08-10
1984,292,buy phone,2023-05-31
1985,2102,best laptop,2023-10-01
1986,3217,best laptop,2023-10-05
1987,1380,news today,2023-03-09
1988,3670,news today,2023-08-23
1989,3031,best laptop,2023-07-22
1990,2525,buy phone,2023-08-21
1991,22,how to code,2023-06-12
1992,3403,best laptop,2023-04-08
1993,1316,how to code,2023-01-09
1994,3308,news today,2023-09-06
1995,1053,how to code,2023-08-15
1996,2743,best laptop,2023-08-29
1997,1962,buy phone,2023-03-16
1998,2208,best laptop,2023-01-17
1999,910,weather,2023-02-20
2000,530,weather,2023-08-16
2001,3622,weather,2023-07-13
2002,101,buy phone,2023-10-07
2003,1314,best laptop,2023-08-26
2004,3449,weather,2023-09-28
2005,3245,best laptop,2023-06-06
2006,2391,news today,2023-09-11
2007,1952,weather,2023-11-04
2008,1902,weather,2023-11-06
2009,579,buy phone,2023-11-10
2010,1215,best laptop,2023-10-28
2011,3511,buy phone,2023-04-28
2012,3627,buy phone,2023-11-29
2013,3707,best laptop,2023-02-19
2014,790,news today,2023-10-05
2015,1367,best laptop,2023-02-21
2016,3780,news today,2023-06-30
2017,2893,buy phone,2023-01-31
2018,2173,news today,2023-11-23
2019,1632,news today,2023-09-03
2020,2938,news today,2023-03-31
2021,2717,weather,2023-01-31
2022,3624,weather,2023-04-12
2023,1384,buy phone,2023-08-18
2024,503,best laptop,2023-04-07
2025,173,news today,2023-03-08
2026,887,weather,2023-07-11
2027,1418,best laptop,2023-07-30
2028,3533,news today,2023-05-17
2029,3757,best laptop,2023-12-05
2030,2168,how to code,2023-07-03
2031,273,news today,2023-02-25
2032,3430,best laptop,2023-09-07
2033,1410,news today,2023-10-09
2034,2961,news today,2023-03-01
2035,2924,how to code,2023-05-08
2036,858,best laptop,2023-07-24
2037,1911,buy phone,2023-08-02
2038,1958,weather,2023-05-07
2039,3391,news today,2023-03-13
2040,261,news today,2023-08-04
2041,3353,news today,2023-03-31
2042,1353,news today,2023-11-10
2043,1148,weather,2023-08-21
2044,1500,buy phone,2023-08-21
2045,278,how to code,2023-03-04
2046,2141,buy phone,2023-09-04
2047,3007,weather,2023-05-15
2048,3619,best laptop,2023-01-02
2049,823,how to code,2023-06-10
2050,2176,how to code,2023-05-20
2051,532,best laptop,2023-10-31
2052,2821,news today,2023-11-05
2053,167,weather,2023-07-21
2054,831,best laptop,2023-05-05
2055,236,buy phone,2023-12-13
2056,1056,buy phone,2023-03-23
2057,1255,best laptop,2023-11-20
2058,191,weather,2023-06-13
2059,3914,how to code,2023-12-16
2060,2705,how to code,2023-08-28
2061,613,news today,2023-08-01
2062,3663,weather,2023-05-29
2063,1532,buy phone,2023-03-13
2064,3529,buy phone,2023-04-13
2065,3744,news today,2023-07-02
2066,2303,buy phone,2023-07-03
2067,3351,news today,2023-01-13
2068,1724,news today,2023-08-20
2069,973,best laptop,2023-05-30
2070,3794,how to code,2023-09-20
2071,3825,weather,2023-01-24
2072,3128,weather,2023-07-08
2073,649,how to code,2023-05-13
2074,106,weather,2023-02-19
2075,1605,buy phone,2023-07-02
2076,3774,buy phone,2023-01-26
2077,192,weather,2023-05-18
2078,1003,best laptop,2023-01-11
2079,1302,weather,2023-10-23
2080,1568,news today,2023-04-12
2081,2223,news today,2023-01-11
2082,1794,how to code,2023-04-22
2083,635,buy phone,2023-04-04
2084,85,best laptop,2023-09-17
2085,2012,weather,2023-09-15
2086,2996,news today,2023-06-16
2087,728,buy phone,2023-07-28
2088,3288,buy phone,2023-02-14
2089,3086,best laptop,2023-11-26
2090,1061,best laptop,2023-07-24
2091,3099,best laptop,2023-12-25
2092,1688,best laptop,2023-02-11
2093,1600,news today,2023-10-12
2094,70,best laptop,2023-04-10
2095,154,buy phone,2023-12-22
2096,1462,buy phone,2023-09-29
2097,2813,weather,2023-01-06
2098,2319,buy phone,2023-02-11
2099,2589,buy phone,2023-12-22
2100,2020,news today,2023-09-10
2101,1098,buy phone,2023-03-17
2102,3868,how to code,2023-02-11
2103,571,buy phone,2023-12-17
2104,3827,weather,2023-09-25
2105,3913,weather,2023-08-05
2106,149,best laptop,2023-03-05
2107,3578,news today,2023-06-28
2108,2058,weather,2023-01-29
2109,2692,how to code,2023-10-02
2110,3574,how to code,2023-08-04
2111,2110,best laptop,2023-12-19
2112,1412,news today,2023-10-28
2113,1919,news today,2023-02-23
2114,774,buy phone,2023-03-21
2115,1754,how to code,2023-07-13
2116,3304,how to code,2023-07-19
2117,1872,how to code,2023-01-13
2118,3656,how to code,2023-08-10
2119,2576,weather,2023-07-12
2120,1574,news today,2023-11-23
2121,1713,buy phone,2023-08-28
2122,2493,weather,2023-09-27
2123,1345,news today,2023-10-25
2124,3966,best laptop,2023-04-09
2125,1107,how to code,2023-08-08
2126,3506,buy phone,2023-11-28
2127,17,news today,2023-04-14
2128,2417,best laptop,2023-03-06
2129,1692,how to code,2023-05-25
2130,2732,best laptop,2023-02-07
2131,2956,best laptop,2023-01-28
2132,3654,weather,2023-10-16
2133,583,best laptop,2023-08-25
2134,255,weather,2023-05-06
2135,2504,weather,2023-11-22
2136,2691,best laptop,2023-03-26
2137,561,news today,2023-08-25
2138,2581,best laptop,2023-09-03
2139,1416,best laptop,2023-09-23
2140,320,news today,2023-09-06
2141,220,how to code,2023-10-19
2142,699,buy phone,2023-07-24
2143,1438,how to code,2023-08-16
2144,32,best laptop,2023-08-28
2145,715,how to code,2023-03-14
2146,3860,buy phone,2023-06-08
2147,2802,how to code,2023-07-31
2148,1040,buy phone,2023-05-16
2149,409,how to code,2023-10-10
2150,2876,weather,2023-06-13
2151,2221,best laptop,2023-05-17
2152,3721,buy phone,2023-06-20
2153,3251,best laptop,2023-06-01
2154,3943,weather,2023-06-14
2155,3645,how to code,2023-10-24
2156,3569,best laptop,2023-04-14
2157,936,how to code,2023-08-10
2158,1128,how to code,2023-10-09
2159,1341,best laptop,2023-05-09
2160,707,buy phone,2023-08-08
2161,3840,buy phone,2023-06-22
2162,3024,best laptop,2023-12-14
2163,3660,buy phone,2023-04-06
2164,783,news today,2023-02-21
2165,1205,how to code,2023-04-04
2166,2180,best laptop,2023-03-05
2167,2711,weather,2023-01-21
2168,1179,best laptop,2023-04-16
2169,2407,best laptop,2023-12-02
2170,1259,how to code,2023-07-19
2171,2808,weather,2023-11-28
2172,165,how to code,2023-12-18
2173,2765,buy phone,2023-10-08
2174,2475,best laptop,2023-10-09
2175,2725,how to code,2023-04-10
2176,2536,news today,2023-12-03
2177,213,best laptop,2023-01-27
2178,1949,buy phone,2023-09-02
2179,766,how to code,2023-03-04
2180,2205,how to code,2023-12-08
2181,3761,news today,2023-02-07
2182,3147,buy phone,2023-10-29
2183,2483,news today,2023-05-07
2184,1202,best laptop,2023-03-12
2185,1820,weather,2023-05-14
2186,2890,how to code,2023-09-10
2187,645,news today,2023-01-13
2188,1661,how to code,2023-06-23
2189,2360,how to code,2023-03-31
2190,1856,news today,2023-10-16
2191,127,how to code,2023-07-26
2192,377,buy phone,2023-03-03
2193,3417,buy phone,2023-11-15
2194,225,weather,2023-11-08
2195,3089,buy phone,2023-02-08
2196,497,news today,2023-03-01
2197,2017,buy phone,2023-04-15
2198,473,weather,2023-08-27
2199,1889,best laptop,2023-05-07
2200,3383,best laptop,2023-03-24
2201,3830,news today,2023-08-08
2202,1161,weather,2023-04-15
2203,2523,buy phone,2023-03-15
2204,217,weather,2023-05-15
2205,196,how to code,2023-03-03
2206,2249,weather,2023-01-01
2207,366,buy phone,2023-03-20
2208,2767,news today,2023-03-06
2209,1552,how to code,2023-07-02
2210,2448,weather,2023-03-07
2211,1549,best laptop,2023-11-19
2212,2638,buy phone,2023-12-22
2213,214,news today,2023-07-27
2214,2389,buy phone,2023-02-23
2215,3401,weather,2023-08-09
2216,3007,news today,2023-08-24
2217,119,best laptop,2023-04-10
2218,3497,how to code,2023-04-13
2219,1717,weather,2023-07-01
2220,2884,news today,2023-04-18
2221,842,how to code,2023-01-12
2222,2915,news today,2023-12-09
2223,3445,weather,2023-03-27
2224,1673,news today,2023-10-15
2225,1203,best laptop,2023-11-23
2226,1456,news today,2023-08-02
2227,1744,weather,2023-02-13
2228,945,news today,2023-11-18
2229,2450,how to code,2023-03-19
2230,3466,how to code,2023-02-24
2231,2931,buy phone,2023-09-29
2232,566,buy phone,2023-12-10
2233,3151,best laptop,2023-03-12
2234,3855,how to code,2023-03-09
2235,3979,buy phone,2023-06-29
2236,2472,news today,2023-06-23
2237,118,best laptop,2023-06-18
2238,368,weather,2023-09-18
2239,1130,buy phone,2023-05-05
2240,3177,buy phone,2023-05-11
2241,3375,how to code,2023-08-22
2242,2678,best laptop,2023-06-03
2243,1918,how to code,2023-11-26
2244,3813,how to code,2023-05-05
2245,2196,best laptop,2023-12-20
2246,1890,news today,2023-04-10
2247,2198,buy phone,2023-02-22
2248,816,how to code,2023-11-28
2249,2304,buy phone,2023-05-08
2250,2130,best laptop,2023-01-14
2251,2064,news today,2023-01-05
2252,901,weather,2023-09-07
2253,193,news today,2023-01-27
2254,2771,best laptop,2023-05-05
2255,1098,news today,2023-01-29
2256,3349,weather,2023-01-03
2257,1085,how to code,2023-08-16
2258,3021,news today,2023-05-17
2259,951,best laptop,2023-09-14
2260,2584,news today,2023-08-28
2261,3607,weather,2023-10-06
2262,2391,best laptop,2023-11-19
2263,2443,news today,2023-06-09
2264,943,best laptop,2023-01-06
2265,258,weather,2023-11-01
2266,1222,how to code,2023-05-23
2267,2101,weather,2023-06-30
2268,651,how to code,2023-01-30
2269,2319,buy phone,2023-09-10
2270,2249,weather,2023-02-09
2271,396,how to code,2023-07-06
2272,2426,buy phone,2023-11-15
2273,1915,buy phone,2023-10-31
2274,2724,buy phone,2023-08-15
2275,3676,best laptop,2023-08-08
2276,2583,weather,2023-11-20
2277,923,weather,2023-02-12
2278,3160,weather,2023-05-24
2279,398,weather,2023-10-05
2280,1206,best laptop,2023-11-15
2281,2915,weather,2023-06-23
2282,1307,how to code,2023-09-04
2283,3605,buy phone,2023-06-22
2284,561,best laptop,2023-02-10
2285,190,best laptop,2023-02-19
2286,205,weather,2023-11-19
2287,3016,buy phone,2023-06-29
2288,44,how to code,2023-12-08
2289,1004,buy phone,2023-06-08
2290,3372,news today,2023-02-06
2291,3067,buy phone,2023-01-27
2292,2688,how to code,2023-09-13
2293,3042,how to code,2023-10-05
2294,2749,how to code,2023-09-06
2295,1706,best laptop,2023-06-30
2296,1303,best laptop,2023-01-17
2297,713,news today,2023-05-05
2298,3457,buy phone,2023-11-08
2299,2685,weather,2023-07-31
2300,2852,news today,2023-08-25
2301,311,weather,2023-10-26
2302,878,weather,2023-07-19
2303,3600,news today,2023-06-30
2304,857,buy phone,2023-05-10
2305,2322,weather,2023-05-01
2306,3554,best laptop,2023-07-06
2307,3878,best laptop,2023-08-15
2308,3523,news today,2023-06-11
2309,1556,weather,2023-04-22
2310,531,news today,2023-05-14
2311,3597,best laptop,2023-07-05
2312,17,news today,2023-06-24
2313,2766,weather,2023-09-18
2314,3102,weather,2023-11-13
2315,470,best laptop,2023-11-08
2316,811,how to code,2023-12-24
2317,1328,how to code,2023-09-26
2318,555,buy phone,2023-10-09
2319,2141,best laptop,2023-08-12
2320,882,buy phone,2023-09-09
2321,2626,best laptop,2023-03-05
2322,2679,weather,2023-11-14
2323,821,best laptop,2023-05-04
2324,584,news today,2023-03-11
2325,846,buy phone,2023-08-26
2326,3234,best laptop,2023-03-16
2327,1997,buy phone,2023-01-10
2328,842,best laptop,2023-09-25
2329,2376,how to code,2023-03-29
2330,1805,buy phone,2023-02-19
2331,730,weather,2023-05-23
2332,254,weather,2023-02-28
2333,1464,best laptop,2023-11-14
2334,2619,weather,2023-07-30
2335,2592,weather,2023-03-13
2336,851,buy phone,2023-09-01
2337,2168,best laptop,2023-08-27
2338,3023,buy phone,2023-07-09
2339,822,best laptop,2023-02-19
2340,2562,weather,2023-07-24
2341,3702,best laptop,2023-02-23
2342,1573,best laptop,2023-11-06
2343,979,news today,2023-08-12
2344,2145,best laptop,2023-06-05
2345,871,news today,2023-12-26
2346,1394,buy phone,2023-02-20
2347,3489,news today,2023-08-29
2348,257,buy phone,2023-11-26
2349,128,best laptop,2023-06-10
2350,1383,buy phone,2023-05-09
2351,1180,weather,2023-03-26
2352,3729,best laptop,2023-03-10
2353,2105,news today,2023-02-24
2354,2630,how to code,2023-03-26
2355,1972,best laptop,2023-12-11
2356,556,weather,2023-11-25
2357,2772,buy phone,2023-03-21
2358,3759,news today,2023-08-08
2359,2701,news today,2023-04-20
2360,3148,weather,2023-09-10
2361,2206,weather,2023-11-13
2362,85,best laptop,2023-06-13
2363,322,how to code,2023-04-13
2364,2357,how to code,2023-04-23
2365,1554,buy phone,2023-09-09
2366,284,news today,2023-06-01
2367,3972,best laptop,2023-12-02
2368,3114,news today,2023-09-08
2369,3051,best laptop,2023-12-20
2370,1918,weather,2023-03-29
2371,3957,buy phone,2023-04-10
2372,2182,weather,2023-04-30
2373,614,news today,2023-10-30
2374,2697,buy phone,2023-07-23
2375,1428,best laptop,2023-05-29
2376,1517,best laptop,2023-07-20
2377,3294,buy phone,2023-10-22
2378,229,weather,2023-01-03
2379,1830,buy phone,2023-03-09
2380,3524,weather,2023-06-03
2381,3046,buy phone,2023-07-01
2382,1330,weather,2023-01-13
2383,3900,how to code,2023-07-08
2384,1933,buy phone,2023-01-20
2385,119,weather,2023-12-05
2386,3683,news today,2023-10-10
2387,3934,news today,2023-01-10
2388,2986,buy phone,2023-07-07
2389,2372,buy phone,2023-12-11
2390,921,best laptop,2023-01-19
2391,2207,weather,2023-05-23
2392,2287,buy phone,2023-04-13
2393,2444,news today,2023-10-30
2394,320,news today,2023-08-29
2395,3919,news today,2023-06-01
2396,3261,weather,2023-09-29
2397,2357,how to code,2023-12-03
2398,2297,buy phone,2023-07-07
2399,2586,how to code,2023-07-29
2400,701,weather,2023-06-26
2401,3578,buy phone,2023-07-13
2402,2442,best laptop,2023-06-26
2403,2700,buy phone,2023-03-07
2404,1018,buy phone,2023-11-06
2405,406,buy phone,2023-01-02
2406,3048,buy phone,2023-11-13
2407,1205,buy phone,2023-09-28
2408,2069,weather,2023-03-01
2409,1699,buy phone,2023-02-12
2410,1607,weather,2023-04-03
2411,3666,buy phone,2023-08-14
2412,155,buy phone,2023-10-13
2413,1852,weather,2023-03-04
2414,867,buy phone,2023-10-07
2415,559,news today,2023-01-14
2416,194,buy phone,2023-01-28
2417,3296,best laptop,2023-05-22
2418,2447,weather,2023-04-18
2419,3821,buy phone,2023-10-17
2420,2328,buy phone,2023-03-19
2421,3028,weather,2023-09-04
2422,1034,how to code,2023-01-12
2423,1400,news today,2023-07-03
2424,2520,news today,2023-11-13
2425,2200,buy phone,2023-12-27
2426,3928,weather,2023-10-23
2427,3688,best laptop,2023-08-28
2428,3196,buy phone,2023-09-20
2429,3769,news today,2023-12-01
2430,2032,buy phone,2023-03-14
2431,802,weather,2023-03-09
2432,553,best laptop,2023-10-14
2433,1448,how to code,2023-11-22
2434,1547,best laptop,2023-08-08
2435,730,buy phone,2023-02-16
2436,2561,news today,2023-02-27
2437,3998,weather,2023-01-24
2438,1013,buy phone,2023-10-17
2439,171,how to code,2023-11-15
2440,850,weather,2023-01-24
2441,794,weather,2023-03-05
2442,1589,weather,2023-09-12
2443,125,buy phone,2023-05-28
2444,175,how to code,2023-04-26
2445,2552,buy phone,2023-04-08
2446,3849,weather,2023-08-27
2447,1801,weather,2023-10-10
2448,3457,news today,2023-10-27
2449,2759,best laptop,2023-04-03
2450,3840,buy phone,2023-03-06
2451,3756,how to code,2023-06-23
2452,3643,weather,2023-11-06
2453,106,buy phone,2023-08-23
2454,1971,best laptop,2023-06-16
2455,1661,buy phone,2023-08-25
2456,2576,best laptop,2023-01-07
2457,38,buy phone,2023-11-06
2458,395,news today,2023-02-12
2459,3827,buy phone,2023-10-03
2460,921,news today,2023-12-06
2461,2525,best laptop,2023-06-02
2462,1491,weather,2023-02-12
2463,722,weather,2023-08-01
2464,3577,buy phone,2023-07-20
2465,2031,how to code,2023-06-04
2466,2363,buy phone,2023-08-08
2467,1309,news today,2023-06-02
2468,3536,news today,2023-02-05
2469,2030,best laptop,2023-08-14
2470,1704,buy phone,2023-11-18
2471,3336,best laptop,2023-05-01
2472,1634,how to code,2023-01-09
2473,3718,weather,2023-12-05
2474,1453,weather,2023-12-01
2475,365,buy phone,2023-06-30
2476,2229,best laptop,2023-01-21
2477,734,best laptop,2023-09-29
2478,2924,how to code,2023-07-13
2479,3042,best laptop,2023-01-26
2480,2709,news today,2023-10-12
2481,244,news today,2023-04-08
2482,313,news today,2023-08-07
2483,76,buy phone,2023-11-23
2484,3953,news today,2023-09-30
2485,2310,news today,2023-10-15
2486,231,weather,2023-03-07
2487,2751,buy phone,2023-11-11
2488,3452,news today,2023-04-21
2489,2694,how to code,2023-07-31
2490,3381,news today,2023-06-20
2491,3836,buy phone,2023-12-05
2492,1412,best laptop,2023-02-28
2493,2805,weather,2023-01-30
2494,3849,weather,2023-09-24
2495,1349,buy phone,2023-06-03
2496,842,news today,2023-12-16
2497,2927,how to code,2023-01-02
2498,1480,news today,2023-06-18
2499,3584,news today,2023-08-02
2500,3415,how to code,2023-09-08
2501,516,weather,2023-01-31
2502,2490,news today,2023-11-15
2503,1573,best laptop,2023-07-02
2504,2631,best laptop,2023-07-08
2505,2310,buy phone,2023-08-01
2506,2797,buy phone,2023-05-07
2507,819,how to code,2023-10-19
2508,3050,how to code,2023-10-23
2509,3535,buy phone,2023-01-23
2510,2915,news today,2023-01-18
2511,3762,weather,2023-03-20
2512,608,best laptop,2023-02-03
2513,2958,how to code,2023-04-17
2514,3299,buy phone,2023-11-01
2515,523,best laptop,2023-07-18
2516,1802,how to code,2023-07-10
2517,1213,how to code,2023-08-20
2518,3281,news today,2023-03-03
2519,1037,how to code,2023-02-11
2520,3961,weather,2023-01-24
2521,162,how to code,2023-06-12
2522,3644,weather,2023-07-02
2523,1517,news today,2023-11-29
2524,3507,weather,2023-04-05
2525,2053,best laptop,2023-03-24
2526,2032,how to code,2023-04-03
2527,202,buy phone,2023-10-05
2528,2464,buy phone,2023-04-15
2529,1036,weather,2023-03-26
2530,948,news today,2023-03-02
2531,1421,weather,2023-07-27
2532,1365,weather,2023-06-07
2533,752,weather,2023-03-10
2534,950,best laptop,2023-09-19
2535,2421,best laptop,2023-12-07
2536,3450,weather,2023-08-22
2537,1249,news today,2023-05-19
2538,1206,how to code,2023-10-07
2539,1321,buy phone,2023-12-01
2540,3888,best laptop,2023-08-19
2541,1331,how to code,2023-12-26
2542,431,best laptop,2023-02-20
2543,2738,best laptop,2023-08-27
2544,2166,best laptop,2023-01-19
2545,3424,weather,2023-06-27
2546,588,weather,2023-07-28
2547,3118,best laptop,2023-05-11
2548,2275,best laptop,2023-08-19
2549,3428,buy phone,2023-04-02
2550,3366,how to code,2023-01-31
2551,1264,how to code,2023-12-28
2552,2396,news today,2023-09-06
2553,141,news today,2023-05-04
2554,204,news today,2023-05-16
2555,3734,weather,2023-09-30
2556,1004,weather,2023-12-21
2557,1666,buy phone,2023-04-10
2558,861,weather,2023-08-07
2559,845,news today,2023-04-14
2560,3043,best laptop,2023-10-28
2561,3341,news today,2023-04-07
2562,2361,buy phone,2023-11-12
